seed,writer,pages_total,lines_total,pages_train,pages_val,pages_test,lines_train,lines_val,lines_test,min_lines_page,max_lines_page,splittable_3_way,has_val,has_test
570,Jarhas Hanna Al-Shabtini,1,17,1,0,0,17,0,0,17,17,False,False,False
570,Bishop Youssef Darian,9,163,7,1,1,127,20,16,14,22,True,True,True
570,Youssef Hanna El-Sawda,17,339,15,1,1,310,18,11,10,28,True,True,True
570,Sally Aad,1,23,1,0,0,23,0,0,23,23,False,False,False
570,Daud Barkaat,1,19,1,0,0,19,0,0,19,19,False,False,False
570,Talaat,2,30,1,1,0,13,17,0,13,17,False,True,False
570,Maurice Paul Sarrail,2,37,1,1,0,15,22,0,15,22,False,True,False
1073,Malvina Choieree,1,20,1,0,0,20,0,0,20,20,False,False,False
1073,Your nephew Maroun,4,68,2,1,1,32,16,20,13,20,True,True,True
1073,Sister Victor N. Khoury,3,57,1,1,1,20,18,19,18,20,True,True,True
1073,Maroun Al-Khoury Maroun,2,37,1,0,1,18,0,19,18,19,False,False,True
1073,Father Youssef Nassar,1,16,1,0,0,16,0,0,16,16,False,False,False
1073,Shibli Barakat witnesses,1,11,1,0,0,11,0,0,11,11,False,False,False
1073,Mousssa Farhat Farah,1,14,1,0,0,14,0,0,14,14,False,False,False
1073,Nassar Tanios Al Samarani,1,17,1,0,0,17,0,0,17,17,False,False,False
1073,Keserwan Finance Officer,1,14,1,0,0,14,0,0,14,14,False,False,False
1073,Serhal Ounaissy,1,17,1,0,0,17,0,0,17,17,False,False,False
1073,Elias Abdallah,1,20,1,0,0,20,0,0,20,20,False,False,False
1073,Your son George,11,135,9,1,1,114,14,7,7,15,True,True,True
1073,Amin Farhat,3,66,1,1,1,25,20,21,20,25,True,True,True
1073,Patriarch Elias Hoayek,4,68,2,1,1,34,16,18,12,22,True,True,True
1073,Bishop Boulos Akl,3,47,1,1,1,18,16,13,13,18,True,True,True
1073,Ameen Rihani,43,949,13,15,15,288,320,341,11,37,True,True,True
1073,Shibli N. Damus,13,266,11,1,1,224,20,22,11,48,True,True,True
1073,Naoum Mokarzel,3,58,1,1,1,18,20,20,18,20,True,True,True
1073,Eissa alKhouri,6,127,1,2,3,18,47,62,18,25,True,True,True
1073,Girgi Dimitri Sursock,8,100,6,1,1,75,15,10,7,15,True,True,True
1073,Felix Faris,27,480,25,1,1,441,18,21,5,27,True,True,True
1073,Muhammad Hussain Najafi,2,32,1,0,1,14,0,18,14,18,False,False,True
1073,May Ziadeh,12,202,10,1,1,176,13,13,10,23,True,True,True
1073,Victor Shemil,1,12,1,0,0,12,0,0,12,12,False,False,False
1073,Ahmed Shakir alKarmi,1,15,1,0,0,15,0,0,15,15,False,False,False
1073,Elia Abu Madi,2,35,1,1,0,17,18,0,17,18,False,True,False
1073,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,20,270,6,7,7,79,101,90,3,27,True,True,True
1073,Mohammed Amin al-Husseini ,3,49,1,1,1,19,13,17,13,19,True,True,True
1073,Prof. Ign. Kratchkovsky,6,89,4,1,1,63,13,13,9,21,True,True,True
1073,Jirjis alKsus,2,26,1,0,1,13,0,13,13,13,False,False,True
1073,Ibrahim Mejahid Al-Jaza'eri,3,62,1,1,1,25,25,12,12,25,True,True,True
1073,Daoud Mujaes,4,76,2,1,1,40,18,18,18,21,True,True,True
1073,Bechara El Khoury,6,107,4,1,1,75,24,8,8,26,True,True,True
1073,Tawfiq,1,17,1,0,0,17,0,0,17,17,False,False,False
1073,Youssef Ibrahim Yazbek,3,72,1,1,1,24,20,28,20,28,True,True,True
1073,Margaret El Haddad,2,40,1,1,0,14,26,0,14,26,False,True,False
1073,Elias Abu Shabaki,8,132,2,3,3,33,50,49,13,19,True,True,True
1073,Habib,1,18,1,0,0,18,0,0,18,18,False,False,False
1073,Adham Al Jundi,1,15,1,0,0,15,0,0,15,15,False,False,False
1073,Abd al-Khaliq Farid,2,53,1,0,1,26,0,27,26,27,False,False,True
1073,Elie Maroun Khalil,4,69,2,1,1,43,9,17,9,22,True,True,True
1073,Habib Abi Rached,1,21,1,0,0,21,0,0,21,21,False,False,False
1073,Aziz Khoury,3,47,1,1,1,12,14,21,12,21,True,True,True
1073,Mary Khoury,1,15,1,0,0,15,0,0,15,15,False,False,False
1073,Ghnatyos Mbarak,5,95,2,1,2,37,26,32,15,26,True,True,True
1073,Abdallah Sfeir,1,20,1,0,0,20,0,0,20,20,False,False,False
1073,Youssef Nakad,1,22,1,0,0,22,0,0,22,22,False,False,False
1073,Tanos Youssef Harfouche,1,20,1,0,0,20,0,0,20,20,False,False,False
1073,JerJi Ass'ad Nader,1,14,1,0,0,14,0,0,14,14,False,False,False
1073,Habib Abdallah al-Khoury,1,22,1,0,0,22,0,0,22,22,False,False,False
1073,Serhal Maroun 'Tiyyeh,1,21,1,0,0,21,0,0,21,21,False,False,False
1073,Hanna Estphan,2,34,1,1,0,17,17,0,17,17,False,True,False
1073,Slayman al-Farkh,1,18,1,0,0,18,0,0,18,18,False,False,False
1073,Habib Boulos Nasr,1,20,1,0,0,20,0,0,20,20,False,False,False
1073,Botros Feghaly,3,66,1,1,1,21,21,24,21,24,True,True,True
1073,Toufiq Wehbeh,8,157,1,4,3,17,75,65,17,22,True,True,True
1073,Maronite Bishop of Sidon,2,38,1,1,0,18,20,0,18,20,False,True,False
1073,Halim Khoury Saadeh,2,44,1,0,1,21,0,23,21,23,False,False,True
1073,Jebrayel Sa'd al 'Alam,1,19,1,0,0,19,0,0,19,19,False,False,False
1073,Najib Ayoub,2,40,1,1,0,19,21,0,19,21,False,True,False
1073,Youhanna Sfeir,2,35,1,0,1,16,0,19,16,19,False,False,True
1073,Bishop Mkhayel Akhrass,5,93,1,2,2,22,35,36,14,22,True,True,True
1073,George Saad,7,111,5,1,1,81,19,11,10,19,True,True,True
1073,Bishop Youseef El Khazen,1,22,1,0,0,22,0,0,22,22,False,False,False
1073,Father Elias Najm,2,53,1,0,1,23,0,30,23,30,False,False,True
1073,Bishop Aghnathios Mbarak,9,163,7,1,1,126,19,18,15,23,True,True,True
1073,Dr. Abdo Harb,1,22,1,0,0,22,0,0,22,22,False,False,False
1073,Fathallah Khoury,4,73,2,1,1,37,22,14,14,22,True,True,True
1073,Antonios Elias,1,19,1,0,0,19,0,0,19,19,False,False,False
1073,Francis Hcheme,1,21,1,0,0,21,0,0,21,21,False,False,False
1073,Antoine Richa,1,25,1,0,0,25,0,0,25,25,False,False,False
1073,Botros El Kfouny,1,16,1,0,0,16,0,0,16,16,False,False,False
1073,Salim Maalouf,1,16,1,0,0,16,0,0,16,16,False,False,False
1073,Father Yaacoub Awad,1,19,1,0,0,19,0,0,19,19,False,False,False
1073,Wadih Salim Karam,1,21,1,0,0,21,0,0,21,21,False,False,False
1073,Father Youhanna El Khoury,2,32,1,0,1,15,0,17,15,17,False,False,True
1073,Georges Jarjoura,1,15,1,0,0,15,0,0,15,15,False,False,False
1073,Father Jerjes El Alam,1,20,1,0,0,20,0,0,20,20,False,False,False
1073,Father Botros Dib,1,25,1,0,0,25,0,0,25,25,False,False,False
1073,Elias Sarkis,18,325,16,1,1,299,20,6,5,25,True,True,True
1073,Fouad Chehab,21,264,19,1,1,232,11,21,6,21,True,True,True
1073,Hanna Moussa,41,876,14,14,13,291,298,287,17,27,True,True,True
1073,Zaghloul ad-Damour,1,19,1,0,0,19,0,0,19,19,False,False,False
1073,Habib Massoud,5,100,3,1,1,57,26,17,14,26,True,True,True
1073,Zaghloul,28,505,26,1,1,471,19,15,13,26,True,True,True
1073,Father Youhanna Habib Baysari,9,198,7,1,1,159,13,26,13,28,True,True,True
1073,Mkhayel Daher,3,73,1,1,1,25,24,24,24,25,True,True,True
1073,Father Youssef Hanna,2,46,1,0,1,22,0,24,22,24,False,False,True
1073,Father Youssef Iskandar,1,23,1,0,0,23,0,0,23,23,False,False,False
1073,Adib Shiha,1,24,1,0,0,24,0,0,24,24,False,False,False
1073,Father Youssef Hanna & Father Botros Hasan,3,63,1,1,1,18,22,23,18,23,True,True,True
1073,Father Botros Hasan,6,128,4,1,1,90,19,19,19,24,True,True,True
1073,Youssef Ibrahim,2,37,1,0,1,18,0,19,18,19,False,False,True
1073,Father Youssef Hajj,3,63,1,1,1,20,21,22,20,22,True,True,True
1073,Abdallah Daher,1,13,1,0,0,13,0,0,13,13,False,False,False
1073,Mkhayel & Ibrahim Daher,2,36,1,1,0,16,20,0,16,20,False,True,False
1073,Tannous Semaan,1,16,1,0,0,16,0,0,16,16,False,False,False
1073,Father Mkhayel Zreiby,9,200,7,1,1,154,21,25,13,26,True,True,True
1073,People of Rablah,1,15,1,0,0,15,0,0,15,15,False,False,False
1073,Father Boutros Chidiac,1,14,1,0,0,14,0,0,14,14,False,False,False
1073,Bishop Antoun Jbeir,1,21,1,0,0,21,0,0,21,21,False,False,False
1073,Father Yousef,1,17,1,0,0,17,0,0,17,17,False,False,False
1073,Maronite children of Akkar district,1,12,1,0,0,12,0,0,12,12,False,False,False
1073,Elias Asaf,2,53,1,0,1,26,0,27,26,27,False,False,True
1073,Muhawwel Harouh,1,16,1,0,0,16,0,0,16,16,False,False,False
1073,Father Mikhael Hanna,4,71,2,1,1,38,16,17,16,21,True,True,True
1073,Warda El Khoury,1,18,1,0,0,18,0,0,18,18,False,False,False
1073,Jean Philipp Kmeid,24,532,8,9,7,184,181,167,5,30,True,True,True
1073,Jerji Nicola Khattar al-Chuayri,2,29,1,1,0,11,18,0,11,18,False,True,False
1073,Abd al-Hajj,2,27,1,0,1,10,0,17,10,17,False,False,True
1073,Michel Saykali,45,791,43,1,1,747,21,23,5,28,True,True,True
1073,Hanna Ghayth (Juan Gait),68,934,66,1,1,907,15,12,9,16,True,True,True
1073,Yousef Hobeiche,23,432,21,1,1,390,25,17,14,25,True,True,True
1073,Angele Ellis,4,75,1,2,1,23,42,10,10,27,True,True,True
1073,Yousef Hobeiche & Angele Ellis,1,12,1,0,0,12,0,0,12,12,False,False,False
1073,Khalil Yossuf Nader Raad,22,453,20,1,1,430,18,5,5,32,True,True,True
1073,Mansour Eid,12,271,10,1,1,225,23,23,18,29,True,True,True
1073,Nassif Mansour,1,14,1,0,0,14,0,0,14,14,False,False,False
1073,Peter the Patriarch of Antioch,1,24,1,0,0,24,0,0,24,24,False,False,False
1073,Youssef,1,21,1,0,0,21,0,0,21,21,False,False,False
1073,Mkhayel Meneem,5,123,2,1,2,51,25,47,23,26,True,True,True
1073,Constantine Elias,5,84,3,1,1,46,18,20,8,21,True,True,True
1073,Maurice Gemayel,6,67,4,1,1,43,12,12,6,17,True,True,True
1073,Murshid Habashi,4,96,2,1,1,48,22,26,22,26,True,True,True
1073,Father Elias Abi Khair,1,26,1,0,0,26,0,0,26,26,False,False,False
1073,Hassan Khalil,2,40,1,1,0,9,31,0,9,31,False,True,False
1073,Michel Kahwaji,25,412,23,1,1,382,14,16,6,22,True,True,True
1073,Mayor of Kfarshima,13,426,11,1,1,355,38,33,23,40,True,True,True
1073,Sohayl Tohmeh,28,848,26,1,1,788,35,25,14,37,True,True,True
1073,Shukri Kanaan,4,134,2,1,1,65,33,36,32,36,True,True,True
1073,Emily Nasrallah,48,602,46,1,1,579,11,12,8,15,True,True,True
1073,Thomas & John Oussani,1,14,1,0,0,14,0,0,14,14,False,False,False
1073,Brother of Joseph Oussani,1,28,1,0,0,28,0,0,28,28,False,False,False
1073,Joseph Oussani,16,400,14,1,1,352,23,25,23,29,True,True,True
1073,Shukri Kordahi,1,32,1,0,0,32,0,0,32,32,False,False,False
1073,Negib Aboussouan,1,24,1,0,0,24,0,0,24,24,False,False,False
1073,Toubia Hanna Rizk & Touma Chidiac,1,17,1,0,0,17,0,0,17,17,False,False,False
1073,Hanna Younes Abboud,1,20,1,0,0,20,0,0,20,20,False,False,False
1073,Youssef Bey Al-Helou,1,15,1,0,0,15,0,0,15,15,False,False,False
1073,Father Elias,1,10,1,0,0,10,0,0,10,10,False,False,False
1073,Magistrate of Batroun,1,17,1,0,0,17,0,0,17,17,False,False,False
1073,Jirjis Yuhanna Basil ,1,17,1,0,0,17,0,0,17,17,False,False,False
1073,Estephan Adib Salloum,2,53,1,0,1,24,0,29,24,29,False,False,True
1073,Father Boulos El-Mender,10,171,8,1,1,140,15,16,12,23,True,True,True
1073,Joseph,2,34,1,1,0,13,21,0,13,21,False,True,False
1073,Salah Tizani,48,875,46,1,1,837,20,18,15,22,True,True,True
1073,Father Elias Bassil,3,50,1,1,1,17,21,12,12,21,True,True,True
1073,Yahia Mansour & Asaad Koury,1,15,1,0,0,15,0,0,15,15,False,False,False
1073,Father Tobia al-Issa,3,37,1,1,1,12,12,13,12,13,True,True,True
1073,Assad Darouich Zacharias,5,94,3,1,1,59,18,17,17,25,True,True,True
1073,Asaad Koury Tobia Attallah,3,42,1,1,1,20,12,10,10,20,True,True,True
1073,Krouger Tobia Attallah,14,401,4,5,5,120,136,145,25,32,True,True,True
1073,Nadim Attallah,1,26,1,0,0,26,0,0,26,26,False,False,False
1073,Toufic El Bacha,6,118,4,1,1,75,22,21,17,22,True,True,True
1073,Rahma Raad,1,14,1,0,0,14,0,0,14,14,False,False,False
1073,Youssef Abdullah Maroun,2,30,1,1,0,15,15,0,15,15,False,True,False
1073,Youssef Moussa Sadaqa,1,16,1,0,0,16,0,0,16,16,False,False,False
1073,Catherine Yazbek Al-Badawi,4,67,2,1,1,32,17,18,15,18,True,True,True
1073,Nehme Elias Mikhail,1,12,1,0,0,12,0,0,12,12,False,False,False
1073,Assad Al-Khoury,1,20,1,0,0,20,0,0,20,20,False,False,False
1073,Tanios Zakhia Elias Basil,1,14,1,0,0,14,0,0,14,14,False,False,False
1073,Bishara Mar'i Mansour,2,42,1,1,0,21,21,0,21,21,False,True,False
1073,Francis Lahoud,1,20,1,0,0,20,0,0,20,20,False,False,False
1073,K. John,1,15,1,0,0,15,0,0,15,15,False,False,False
1073,Brother Ibrahim,1,15,1,0,0,15,0,0,15,15,False,False,False
1073,Youssef Fadlallah Salemeh,12,199,3,4,5,51,65,83,12,20,True,True,True
1073,Nehad,2,18,1,1,0,6,12,0,6,12,False,True,False
1073,Lebanese immigrants,2,35,1,1,0,13,22,0,13,22,False,True,False
1073,Dani Al-Sibaqa,1,24,1,0,0,24,0,0,24,24,False,False,False
1073,Abdo Fares,1,17,1,0,0,17,0,0,17,17,False,False,False
1073,Jamil Youssef Noah,2,28,1,0,1,9,0,19,9,19,False,False,True
1073,Elias Karbaj,2,32,1,0,1,16,0,16,16,16,False,False,True
1073,Jarhas Hanna Al-Shabtini,1,17,1,0,0,17,0,0,17,17,False,False,False
1073,Bishop Youssef Darian,9,163,3,3,3,52,57,54,14,22,True,True,True
1073,Youssef Hanna El-Sawda,17,339,15,1,1,304,19,16,10,28,True,True,True
1073,Sally Aad,1,23,1,0,0,23,0,0,23,23,False,False,False
1073,Daud Barkaat,1,19,1,0,0,19,0,0,19,19,False,False,False
1073,Talaat,2,30,1,0,1,13,0,17,13,17,False,False,True
1073,Maurice Paul Sarrail,2,37,1,1,0,15,22,0,15,22,False,True,False
