page_id,writer,split,line_count
Nasrallah-Al001-034l,Emily Nasrallah,train,14
Nasrallah-Al001-014c,Emily Nasrallah,train,13
Nasrallah-Al001-034b,Emily Nasrallah,train,13
Nasrallah-Al001-035a,Emily Nasrallah,train,13
Nasrallah-Al001-046a,Emily Nasrallah,train,13
Nasrallah-Al001-010d,Emily Nasrallah,train,11
Nasrallah-Al001-034m,Emily Nasrallah,train,13
Nasrallah-Al001-034d,Emily Nasrallah,train,13
JoM_Kobayat_0565,Father Youhanna Habib Baysari,train,23
JoM_Kobayat_0021,Father Youhanna Habib Baysari,val,13
JoM_Kobayat_0547,Father Youhanna Habib Baysari,test,26
JoM_Kobayat_0546,Father Youhanna Habib Baysari,train,28
JoM_Kobayat_0694,Father Youhanna Habib Baysari,train,24
JoM_Kobayat_0020,Father Youhanna Habib Baysari,train,24
JoM_Kobayat_0567,Father Youhanna Habib Baysari,train,17
JoM_Kobayat_0566,Father Youhanna Habib Baysari,train,26
JoM_Kobayat_0548,Father Youhanna Habib Baysari,train,17
kc0066_01_01_1873diary_051,Hanna Ghayth (Juan Gait),train,11
kc0066_01_01_1873diary_033,Hanna Ghayth (Juan Gait),val,15
kc0066_01_01_1873diary_054,Hanna Ghayth (Juan Gait),test,12
kc0066_01_01_1873diary_020,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_040,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_025,Hanna Ghayth (Juan Gait),train,10
kc0066_01_01_1873diary_078,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_171,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_039,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_011,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_170,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_042,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_035,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_028,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_065,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_048,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_021,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_030,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_013,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_050,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_165,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_037,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_009,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_006,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_059,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_032,Hanna Ghayth (Juan Gait),train,9
kc0066_01_01_1873diary_052,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_056,Hanna Ghayth (Juan Gait),train,9
kc0066_01_01_1873diary_029,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_046,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_015,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_055,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_036,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_049,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_168,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_008,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_019,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_017,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_038,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_166,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_022,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_064,Hanna Ghayth (Juan Gait),train,16
kc0066_01_01_1873diary_061,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_053,Hanna Ghayth (Juan Gait),train,11
kc0066_01_01_1873diary_077,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_041,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_014,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_012,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_062,Hanna Ghayth (Juan Gait),train,16
kc0066_01_01_1873diary_045,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_005,Hanna Ghayth (Juan Gait),train,12
kc0066_01_01_1873diary_057,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_031,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_167,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_058,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_047,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_034,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_027,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_016,Hanna Ghayth (Juan Gait),train,9
kc0066_01_01_1873diary_007,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_063,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_044,Hanna Ghayth (Juan Gait),train,15
kc0066_01_01_1873diary_010,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_164,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_018,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_169,Hanna Ghayth (Juan Gait),train,14
kc0066_01_01_1873diary_026,Hanna Ghayth (Juan Gait),train,13
kc0066_01_01_1873diary_043,Hanna Ghayth (Juan Gait),train,14
EAK1A_087r,JerJi Ass'ad Nader,train,14
AF_280r,Shibli Barakat witnesses,train,11
EAK1A_154_01v,George Saad,train,19
EAK1A_154_02r,George Saad,val,19
EAK1A_150_01r,George Saad,test,11
EAK1A_150_02r,George Saad,train,19
EAK1A_150_01v,George Saad,train,19
EAK1A_154_02v,George Saad,train,14
EAK1A_154_01r,George Saad,train,10
YS_4A_002,Sally Aad,train,23
JoM_Kobayat_0075,Father Youssef Iskandar,train,23
EAK1A_147v,Youhanna Sfeir,test,19
EAK1A_147r,Youhanna Sfeir,train,16
YS_1D_065b,Lebanese immigrants,val,22
YS_1D_065a,Lebanese immigrants,train,13
Oussani2018-0285,Thomas & John Oussani,train,14
YAL4A_01_02r,Brother Ibrahim,train,15
AR56_03_071,Prof. Ign. Kratchkovsky,train,21
AR56_04_039,Prof. Ign. Kratchkovsky,val,13
AR56_04_047,Prof. Ign. Kratchkovsky,test,13
AR56_04_012,Prof. Ign. Kratchkovsky,train,12
AR56_03_070,Prof. Ign. Kratchkovsky,train,21
AR56_03_080,Prof. Ign. Kratchkovsky,train,9
MeM1C_22_01,Youssef,train,21
JoM_Kobayat_0641,Elias Asaf,test,27
JoM_Kobayat_0642,Elias Asaf,train,26
EAK1A_288r,Francis Hcheme,train,21
YS_1D_073,Jarhas Hanna Al-Shabtini,train,17
AR56_01_015,Naoum Mokarzel,train,18
AR56_01_014,Naoum Mokarzel,val,20
AR56_01_013,Naoum Mokarzel,test,20
EAK1A_193_01r,Fathallah Khoury,train,20
EAK1A_193_02v,Fathallah Khoury,val,22
EAK1A_192v,Fathallah Khoury,test,14
EAK1A_192r,Fathallah Khoury,train,17
EAK1A_090_02r,Hanna Estphan,val,17
EAK1A_090_01r,Hanna Estphan,train,17
AR56_02_006,Muhammad Hussain Najafi,test,18
AR56_04_033,Muhammad Hussain Najafi,train,14
ME_21_05,Mansour Eid,train,22
ME_21_07,Mansour Eid,val,23
ME_21_03,Mansour Eid,test,23
ME_21_12,Mansour Eid,train,18
ME_21_01,Mansour Eid,train,21
ME_21_08,Mansour Eid,train,25
ME_21_09,Mansour Eid,train,23
ME_21_10,Mansour Eid,train,21
ME_21_06,Mansour Eid,train,23
ME_21_04,Mansour Eid,train,23
ME_21_11,Mansour Eid,train,29
ME_21_02,Mansour Eid,train,20
JoM_Kobayat_1009,Warda El Khoury,train,18
JEH2E1_90_03r,Zaghloul,train,16
JEH2E1_30_13r,Zaghloul,val,19
JEH2E1_23r,Zaghloul,test,15
JEH2F1_30_02r,Zaghloul,train,26
JEH2F1_30_01r,Zaghloul,train,26
JEH2E1_19r,Zaghloul,train,17
JEH2E1_21_02r,Zaghloul,train,14
JEH2F1_30_03r,Zaghloul,train,23
JEH2E1_59_07r,Zaghloul,train,13
JEH2E1_24r,Zaghloul,train,15
JEH2F1_30_05,Zaghloul,train,17
JEH2F1_30_04v,Zaghloul,train,25
JEH2F1_30_03v,Zaghloul,train,23
JEH2E1_61_08r,Zaghloul,train,13
JEH2E1_41_01r,Zaghloul,train,16
JEH2E1_21_01r,Zaghloul,train,15
JEH2E1_30_08r,Zaghloul,train,19
JEH2F1_30_02v,Zaghloul,train,25
JEH2E1_59_28r,Zaghloul,train,14
JEH2E1_20_04r,Zaghloul,train,17
JEH2E1_22r,Zaghloul,train,15
JEH2E1_27r,Zaghloul,train,16
JEH2F1_30_04r,Zaghloul,train,26
JEH2E1_59_06r,Zaghloul,train,13
JEH2E1_26r,Zaghloul,train,15
JEH2F1_30_01v,Zaghloul,train,19
JEH2E1_30_15r,Zaghloul,train,20
JEH2E1_30_10r,Zaghloul,train,13
SB1A_04r,Father Boulos El-Mender,train,20
SB_06,Father Boulos El-Mender,val,15
SB1A_05r,Father Boulos El-Mender,test,16
SB_07,Father Boulos El-Mender,train,23
SB1A_09r,Father Boulos El-Mender,train,21
SB_12,Father Boulos El-Mender,train,12
SB1A_06r,Father Boulos El-Mender,train,17
SB1A_05v,Father Boulos El-Mender,train,17
SB1A_02r,Father Boulos El-Mender,train,18
SB1A_01r,Father Boulos El-Mender,train,12
YAL2A_47r,Youssef Abdullah Maroun,val,15
YAL2A_03r,Youssef Abdullah Maroun,train,15
QAJE3G_28_02r,Shukri Kordahi,train,32
JoM_Kobayat_0325,Bishop Antoun Jbeir,train,21
YS_1D_070h,Elias Karbaj,test,16
YS_1D_070f,Elias Karbaj,train,16
EAK1A_088r,Habib Abdallah al-Khoury,train,22
EAC_C_001r,Adham Al Jundi,train,15
MUKF4A_02_009v,Sohayl Tohmeh,train,33
MUKF4A_02_085v,Sohayl Tohmeh,val,35
MUKF4A_01_004r,Sohayl Tohmeh,test,25
MUKF4A_02_002v,Sohayl Tohmeh,train,33
MUKF4A_01_013r,Sohayl Tohmeh,train,21
MUKF4A_02_005v,Sohayl Tohmeh,train,30
MUKF4A_02_004r,Sohayl Tohmeh,train,33
MUKF4A_02_004v,Sohayl Tohmeh,train,33
MUKF4A_02_082v,Sohayl Tohmeh,train,36
MUKF4A_01_003r,Sohayl Tohmeh,train,27
MUKF4A_01_002r,Sohayl Tohmeh,train,36
MUKF4A_02_085r,Sohayl Tohmeh,train,35
MUKF4A_02_002r,Sohayl Tohmeh,train,32
MUKF4A_02_005r,Sohayl Tohmeh,train,37
MUKF4A_02_086r,Sohayl Tohmeh,train,36
MUKF4A_01_025r,Sohayl Tohmeh,train,19
MUKF4A_02_009r,Sohayl Tohmeh,train,31
MUKF4A_02_003v,Sohayl Tohmeh,train,33
MUKF4A_02_083r,Sohayl Tohmeh,train,35
MUKF4A_02_082r,Sohayl Tohmeh,train,35
MUKF4A_01_003v,Sohayl Tohmeh,train,18
MUKF4A_02_003r,Sohayl Tohmeh,train,34
MUKF4A_01_016r,Sohayl Tohmeh,train,19
MUKF4A_02_086v,Sohayl Tohmeh,train,14
MUKF4A_02_084r,Sohayl Tohmeh,train,32
MUKF4A_01_002v,Sohayl Tohmeh,train,25
MUKF4A_02_083v,Sohayl Tohmeh,train,36
MUKF4A_02_084v,Sohayl Tohmeh,train,35
EAK1A_038v,Aziz Khoury,train,12
EAK1A_035r,Aziz Khoury,val,14
EAK1A_038r,Aziz Khoury,test,21
EAK1A_138_02r,Botros Feghaly,train,21
EAK1A_138_01r,Botros Feghaly,val,21
EAK1A_138_01v,Botros Feghaly,test,24
QBat19D_094r,Hanna Younes Abboud,train,20
YS_1D_070c,Abdo Fares,train,17
EAK1A_089r,Serhal Maroun 'Tiyyeh,train,21
YFS5A_09r,Nehad,val,12
YFS5A_09v,Nehad,train,6
AnF_009,Patriarch Elias Hoayek,train,22
AnF_006,Patriarch Elias Hoayek,val,16
AnF_008,Patriarch Elias Hoayek,test,18
AnF_010,Patriarch Elias Hoayek,train,12
EAK1A_327r,Father Youhanna El Khoury,test,17
EAK1A_327v,Father Youhanna El Khoury,train,15
KEllis2020-140d,Angele Ellis,train,23
KEllis2020-138b,Angele Ellis,val,15
KEllis2019-106a,Angele Ellis,test,10
KEllis2020-173a,Angele Ellis,val,27
EAK1A_145r,Jebrayel Sa'd al 'Alam,train,19
JoM_Kobayat_0311,People of Rablah,train,15
YFS1A_10,Youssef Fadlallah Salemeh,train,20
YFS2A_01r,Youssef Fadlallah Salemeh,val,17
YFS1A_14,Youssef Fadlallah Salemeh,test,17
YFS2A_05_02,Youssef Fadlallah Salemeh,test,13
YFS2A_02_02_2,Youssef Fadlallah Salemeh,test,20
YFS2A_04,Youssef Fadlallah Salemeh,val,20
YFS1A_07,Youssef Fadlallah Salemeh,test,20
YFS2A_05_01,Youssef Fadlallah Salemeh,val,12
YFS2A_05_04,Youssef Fadlallah Salemeh,train,13
YFS2A_02_01_1,Youssef Fadlallah Salemeh,val,16
YFS2A_05_03,Youssef Fadlallah Salemeh,test,13
YFS2A_01v,Youssef Fadlallah Salemeh,train,18
EAK1A_049r,Ghnatyos Mbarak,train,16
EAK1A_051v,Ghnatyos Mbarak,val,26
EAK1A_137r,Ghnatyos Mbarak,test,17
EAK1A_137v,Ghnatyos Mbarak,test,15
EAK1A_049v,Ghnatyos Mbarak,train,21
JoM_Kobayat_0127,Mkhayel & Ibrahim Daher,val,20
JoM_Kobayat_0128,Mkhayel & Ibrahim Daher,train,16
EAK1A_287_03v,Antonios Elias,train,19
EAK1A_165r,Bishop Mkhayel Akhrass,train,22
EAK1A_161r,Bishop Mkhayel Akhrass,val,14
EAK1A_149r,Bishop Mkhayel Akhrass,test,19
EAK1A_160_01r,Bishop Mkhayel Akhrass,test,17
EAK1A_151r,Bishop Mkhayel Akhrass,val,21
TAttallah2020-094a_resize,Krouger Tobia Attallah,train,32
TAttallah2020-077,Krouger Tobia Attallah,val,26
TAttallah2020-128c,Krouger Tobia Attallah,test,32
TAttallah2020-099a_resize,Krouger Tobia Attallah,test,29
TAttallah2020-107,Krouger Tobia Attallah,val,26
TAttallah2020-134,Krouger Tobia Attallah,test,28
TAttallah2020-107_resize,Krouger Tobia Attallah,train,27
TAttallah2020-132a,Krouger Tobia Attallah,val,28
TAttallah2020-130,Krouger Tobia Attallah,test,25
TAttallah2020-132b,Krouger Tobia Attallah,train,32
TAttallah2020-105_resize,Krouger Tobia Attallah,val,28
TAttallah2020-122a,Krouger Tobia Attallah,test,31
TAttallah2020-103,Krouger Tobia Attallah,val,28
TAttallah2020-125a,Krouger Tobia Attallah,train,29
AR56_03_065,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,3
AR56_03_023,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,val,27
AR56_03_017,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,test,16
AR56_03_025,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,26
AR56_03_030,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,test,16
AR56_03_033,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,val,11
AR56_03_032,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,test,17
AR56_03_034,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,17
AR56_03_076,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,val,5
AR56_03_036,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,val,17
AR56_03_057,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,test,14
AR56_03_035,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,9
AR56_03_037,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,11
AR56_03_024,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,test,9
AR56_03_019,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,val,5
AR56_03_013,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,val,13
AR56_03_066,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,test,5
AR56_03_018,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,train,13
AR56_03_012,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,test,13
AR56_03_031,Abdulaziz bin Abdul Rahman Al Faisal Al Saud,val,23
JoM_Kobayat_0123,Abdallah Daher,train,13
YAL2A_14_03,Tanios Zakhia Elias Basil,train,14
EAK1A_328r,Georges Jarjoura,train,15
2015 5-08b El-Khouri_Letter to Joseph from Lebanon Dec19 1957_2_2,Sister Victor N. Khoury,train,20
2015 5-08c El-Khouri_Letter to Joseph from Lebanon Dec19 1957_3,Sister Victor N. Khoury,val,18
2015 5-08b El-Khouri_Letter to Joseph from Lebanon Dec19 1957_2_1,Sister Victor N. Khoury,test,19
AR69_007,Ameen Rihani,train,30
AR53_01_029,Ameen Rihani,val,23
AR53_01_040,Ameen Rihani,test,25
AR53_01_031,Ameen Rihani,test,14
AR51_062,Ameen Rihani,val,14
AR53_02_246,Ameen Rihani,test,26
AR51_008,Ameen Rihani,val,17
AR53_01_034,Ameen Rihani,test,21
AR53_01_036,Ameen Rihani,train,22
AR53_02_262,Ameen Rihani,val,26
AR53_02_205,Ameen Rihani,test,26
AR55_05_006,Ameen Rihani,train,19
AR53_01_039,Ameen Rihani,val,25
AR53_02_213,Ameen Rihani,train,23
AR51_013,Ameen Rihani,test,18
AR53_01_009,Ameen Rihani,val,24
AR53_02_230,Ameen Rihani,test,26
AR53_02_212,Ameen Rihani,train,24
AR67_003,Ameen Rihani,val,11
AR69_005,Ameen Rihani,val,20
AR55_05_007,Ameen Rihani,test,17
AR53_01_026,Ameen Rihani,train,22
AR67_002,Ameen Rihani,test,20
AR53_01_035,Ameen Rihani,val,22
AR53_02_209,Ameen Rihani,train,25
AR67_004,Ameen Rihani,test,15
AR53_02_254,Ameen Rihani,val,24
AR69_003,Ameen Rihani,train,12
AR69_004,Ameen Rihani,test,33
AR53_01_037,Ameen Rihani,train,21
AR53_01_008,Ameen Rihani,val,21
AR53_02_211,Ameen Rihani,train,24
AR53_01_025,Ameen Rihani,test,21
AR53_02_210,Ameen Rihani,val,24
AR53_02_265,Ameen Rihani,train,25
AR69_006,Ameen Rihani,test,37
AR53_01_038,Ameen Rihani,val,22
AR53_01_027,Ameen Rihani,train,22
AR53_01_011,Ameen Rihani,val,21
AR53_01_033,Ameen Rihani,test,20
AR53_01_006,Ameen Rihani,train,19
AR53_02_207,Ameen Rihani,val,26
AR53_01_010,Ameen Rihani,test,22
EAK1A_099r,Habib Boulos Nasr,train,20
EAC_A_039_059r,Elias Abu Shabaki,train,16
EAC_A_039_065r,Elias Abu Shabaki,val,18
EAC_A_039_062r,Elias Abu Shabaki,test,16
EAC_A_039_049r,Elias Abu Shabaki,val,19
EAC_A_039_060r,Elias Abu Shabaki,test,16
EAC_A_039_064r,Elias Abu Shabaki,train,17
EAC_A_039_050r,Elias Abu Shabaki,val,13
EAC_A_039_063r,Elias Abu Shabaki,test,17
HM1B_04_12v,Hanna Moussa,train,17
HM1B_04_13r,Hanna Moussa,val,22
HM1B_04_08v,Hanna Moussa,test,19
HM1B_10_04v,Hanna Moussa,train,25
HM1B_10_05v,Hanna Moussa,val,24
HM1B_10_03r,Hanna Moussa,test,23
HM1B_10_23v,Hanna Moussa,train,22
HM1B_04_09r,Hanna Moussa,val,21
HM1B_04_10v,Hanna Moussa,test,22
HM1B_04_13v,Hanna Moussa,train,20
HM1B_04_06v,Hanna Moussa,val,20
HM1B_04_09v,Hanna Moussa,test,17
HM1B_10_07v,Hanna Moussa,train,21
HM1B_10_06r,Hanna Moussa,test,25
HM1B_04_14v,Hanna Moussa,val,21
HM1B_10_20v,Hanna Moussa,train,24
HM1B_10_06v,Hanna Moussa,val,22
HM1B_04_14r,Hanna Moussa,test,20
HM1B_10_23r,Hanna Moussa,train,19
HM1B_04_12r,Hanna Moussa,val,18
HM1B_10_29v,Hanna Moussa,test,21
HM1B_04_04r,Hanna Moussa,train,20
HM1B_10_04r,Hanna Moussa,val,20
HM1B_10_20r,Hanna Moussa,test,27
HM1B_10_03v,Hanna Moussa,train,24
HM1B_10_05r,Hanna Moussa,val,25
HM1B_10_22r,Hanna Moussa,test,24
HM1B_04_07v,Hanna Moussa,train,20
HM1B_10_25r,Hanna Moussa,val,21
HM1B_10_26r,Hanna Moussa,test,19
HM1B_04_08r,Hanna Moussa,train,18
HM1B_10_24v,Hanna Moussa,val,25
HM1B_04_15r,Hanna Moussa,test,21
HM1B_04_06r,Hanna Moussa,train,21
HM1B_04_11v,Hanna Moussa,val,22
HM1B_10_19v,Hanna Moussa,test,24
HM1B_04_07r,Hanna Moussa,train,19
HM1B_04_10r,Hanna Moussa,val,20
HM1B_04_11r,Hanna Moussa,train,21
HM1B_10_02v,Hanna Moussa,test,25
HM1B_10_07r,Hanna Moussa,val,17
YS_1E_005a,Bishop Youssef Darian,train,15
YS_4C_069,Bishop Youssef Darian,val,17
YS_4C_068,Bishop Youssef Darian,test,14
YS_4C_067,Bishop Youssef Darian,train,16
YS_4C_038,Bishop Youssef Darian,test,20
YS_4D_095,Bishop Youssef Darian,val,18
YS_4C_066,Bishop Youssef Darian,train,21
YS_4D_060,Bishop Youssef Darian,test,20
YS_4D_047,Bishop Youssef Darian,val,22
EAK1A_333r,Father Jerjes El Alam,train,20
AR56_04_018,Jirjis alKsus,test,13
AR56_04_017,Jirjis alKsus,train,13
AF_279r,Father Youssef Nassar,train,16
EAK1A_066r,Abdallah Sfeir,train,20
EAK1A_140_01r,Toufiq Wehbeh,train,17
EAK1A_140_07r,Toufiq Wehbeh,val,17
EAK1A_140_03r,Toufiq Wehbeh,test,22
EAK1A_140_08r,Toufiq Wehbeh,val,20
EAK1A_140_04r,Toufiq Wehbeh,test,21
EAK1A_140_02r,Toufiq Wehbeh,val,21
EAK1A_140_05r,Toufiq Wehbeh,test,22
EAK1A_140_06r,Toufiq Wehbeh,val,17
JPK2B_57_02,Jean Philipp Kmeid,train,14
JPK2B_096_04,Jean Philipp Kmeid,val,24
JPK2B_78_03,Jean Philipp Kmeid,test,26
JPK2B_78_04,Jean Philipp Kmeid,train,26
JPK2B_42_04,Jean Philipp Kmeid,test,23
JPK2B_56_02,Jean Philipp Kmeid,val,12
JPK2B_65,Jean Philipp Kmeid,train,24
JPK2B_56_01,Jean Philipp Kmeid,val,30
JPK2B_096_03,Jean Philipp Kmeid,test,25
JPK2B_42_03,Jean Philipp Kmeid,train,26
JPK2B_69_01,Jean Philipp Kmeid,val,23
JPK2B_57_01,Jean Philipp Kmeid,test,27
JPK2B_096_05,Jean Philipp Kmeid,train,14
JPK2B_40,Jean Philipp Kmeid,val,27
JPK2B_45_02,Jean Philipp Kmeid,test,10
JPK2B_78_02,Jean Philipp Kmeid,train,25
JPK2B_69_02,Jean Philipp Kmeid,test,26
JPK2B_41,Jean Philipp Kmeid,val,13
JPK2B_42_02,Jean Philipp Kmeid,train,28
JPK2B_53_02,Jean Philipp Kmeid,val,5
JPK2B_53_01,Jean Philipp Kmeid,test,30
JPK2B_78_01,Jean Philipp Kmeid,val,23
JPK2B_42_01,Jean Philipp Kmeid,train,27
JPK2B_45_01,Jean Philipp Kmeid,val,24
MeM1D_02_004v,Mkhayel Meneem,train,26
MeM1D_02_005r,Mkhayel Meneem,val,25
MeM1D_01_06r,Mkhayel Meneem,test,23
MeM1D_02_004r,Mkhayel Meneem,test,24
MeM1D_02_003r,Mkhayel Meneem,train,25
AF_293r,Keserwan Finance Officer,train,14
TAttallah2020-019,Father Elias Bassil,train,17
TAttallah2020-024,Father Elias Bassil,val,21
TAttallah2020-029,Father Elias Bassil,test,12
QBat3D_0005r,Father Elias,train,10
AR56_01_018,Eissa alKhouri,train,18
AR56_01_022,Eissa alKhouri,val,25
AR56_01_020,Eissa alKhouri,test,25
AR56_01_023,Eissa alKhouri,test,19
AR56_01_019,Eissa alKhouri,val,22
AR56_01_021,Eissa alKhouri,test,18
YAL2A_54,K. John,train,15
TAttallah2020-033a,Asaad Koury Tobia Attallah,train,20
TAttallah2020-037,Asaad Koury Tobia Attallah,val,12
TAttallah2020-031a,Asaad Koury Tobia Attallah,test,10
JoM_Kobayat_0141,Father Youssef Hajj,val,21
JoM_Kobayat_0345,Father Youssef Hajj,train,20
JoM_Kobayat_0109,Father Youssef Hajj,test,22
2015 5-03 El-Khouri_Letter to Jennie Jabaley from Lebanon Oct18 1960_1,Malvina Choieree,train,20
JEH2A1_01r,Zaghloul ad-Damour,train,19
