page_id,writer,split,line_count
Nasrallah-Al001-014g,Emily Nasrallah,train,14
Nasrallah-Al001-014h,Emily Nasrallah,train,13
Nasrallah-Al001-013b,Emily Nasrallah,train,13
Nasrallah-Al001-013c,Emily Nasrallah,train,14
Nasrallah-Al001-013d,Emily Nasrallah,train,14
Nasrallah-Al001-013e,Emily Nasrallah,train,14
Nasrallah-Al001-013f,Emily Nasrallah,train,14
Nasrallah-Al001-013g,Emily Nasrallah,train,14
AnF_009,Patriarch Elias Hoayek,train,22
AnF_010,Patriarch Elias Hoayek,val,12
AnF_006,Patriarch Elias Hoayek,test,16
AnF_008,Patriarch Elias Hoayek,train,18
TAttallah2020-034,Assad Darouich Zacharias,train,25
TAttallah2020-035,Assad Darouich Zacharias,train,17
TAttallah2020-039,Assad Darouich Zacharias,val,17
TAttallah2020-027a,Assad Darouich Zacharias,test,17
TAttallah2020-027b,Assad Darouich Zacharias,test,18
AR56_01_005,Shibli N. Damus,train,18
AR56_01_006,Shibli N. Damus,train,20
AR56_01_007,Shibli N. Damus,train,19
AR56_01_008,Shibli N. Damus,train,19
AR56_01_009,Shibli N. Damus,train,21
AR56_01_010,Shibli N. Damus,train,19
AR56_01_011,Shibli N. Damus,train,20
AR56_01_012,Shibli N. Damus,train,15
AR56_01_024,Shibli N. Damus,val,20
AR56_01_003_1,Shibli N. Damus,test,14
AR56_01_003_2,Shibli N. Damus,test,11
AR56_01_016,Shibli N. Damus,train,48
AR56_01_017,Shibli N. Damus,train,22
TB1A_16_01,Toufic El Bacha,train,21
TB1A_16_02,Toufic El Bacha,train,20
TB1A_18,Toufic El Bacha,val,17
TB1A_17,Toufic El Bacha,test,18
TB1A_25_01,Toufic El Bacha,train,22
TB1A_19,Toufic El Bacha,train,20
kc0061_01_03_19201109_001,Michel Saykali,train,21
kc0061_01_03_19201109_002,Michel Saykali,train,23
kc0061_01_03_19201109_003,Michel Saykali,train,23
kc0061_01_03_19201109_004,Michel Saykali,train,12
kc0061_01_04_19210128_001,Michel Saykali,val,13
kc0061_01_04_19210512_002,Michel Saykali,test,14
kc0061_01_04_19210417_001,Michel Saykali,train,17
kc0061_01_03_19201107_001_1,Michel Saykali,train,19
kc0061_01_03_19201107_001_2,Michel Saykali,train,22
kc0061_01_03_19201127_001,Michel Saykali,train,21
kc0061_01_04_19210504_001b,Michel Saykali,train,20
kc0061_01_04_19210223_001,Michel Saykali,train,15
kc0061_01_04_19210223_002,Michel Saykali,train,17
kc0061_01_04_19210223_003,Michel Saykali,train,17
kc0061_01_04_19210223_004,Michel Saykali,train,13
kc0061_01_04_19210412_001a,Michel Saykali,train,17
kc0061_01_04_19210412_001b,Michel Saykali,train,7
kc0061_01_03_19201111_001,Michel Saykali,train,20
kc0061_01_03_19201111_002,Michel Saykali,train,22
kc0061_01_03_19201111_003,Michel Saykali,train,19
kc0061_01_04_19210513_001,Michel Saykali,train,15
kc0061_01_03_19201119_001,Michel Saykali,train,21
kc0061_01_03_19201119_002,Michel Saykali,train,23
kc0061_01_03_19201119_003,Michel Saykali,train,5
kc0061_01_03_19201113_001,Michel Saykali,train,20
kc0061_01_03_19201113_002,Michel Saykali,train,23
kc0061_01_03_19201113_003,Michel Saykali,train,24
kc0061_01_04_19210106_001,Michel Saykali,train,9
kc0061_01_04_19210106_002,Michel Saykali,train,16
kc0061_01_04_19210106_003,Michel Saykali,train,14
kc0061_01_04_19210106_004,Michel Saykali,train,13
kc0061_01_04_19210419_001a,Michel Saykali,train,19
kc0061_01_04_19210419_001b,Michel Saykali,train,19
kc0061_01_04_19210209_001a,Michel Saykali,train,13
kc0061_01_04_19210209_001b,Michel Saykali,train,17
kc0061_01_03_19201200_001a,Michel Saykali,train,28
kc0061_01_04_19210512_001,Michel Saykali,train,22
kc0061_01_04_19210402_001a,Michel Saykali,train,19
kc0061_01_04_19210402_001b,Michel Saykali,train,15
kc0061_01_04_19210316_001,Michel Saykali,train,15
kc0061_01_04_19210316_002,Michel Saykali,train,18
kc0061_01_04_19210316_003,Michel Saykali,train,18
kc0061_01_04_19210316_004,Michel Saykali,train,18
kc0061_01_04_19210406_001,Michel Saykali,train,18
kc0061_01_04_19210526_001,Michel Saykali,train,17
AF_304_01r,Your son George,train,13
AF_304_02r,Your son George,train,13
AF_304_03r,Your son George,train,13
AF_304_04r,Your son George,train,14
AF_304_05r,Your son George,train,14
AF_304_06r,Your son George,train,15
AF_304_06v,Your son George,train,7
AF_303r,Your son George,val,12
AF_321r,Your son George,test,12
AF_322_01r,Your son George,train,11
AF_322_02r,Your son George,train,11
JoM_Kobayat_0109,Father Youssef Hajj,train,22
JoM_Kobayat_0345,Father Youssef Hajj,val,20
JoM_Kobayat_0141,Father Youssef Hajj,test,21
