page_id,writer,split,line_count
EAC_A_039_050r,Elias Abu Shabaki,train,13
EAK1A_165r,Bishop Mkhayel Akhrass,train,22
EAK1A_151r,Bishop Mkhayel Akhrass,val,21
EAK1A_149r,Bishop Mkhayel Akhrass,test,19
EAK1A_160_01r,Bishop Mkhayel Akhrass,test,17
EAK1A_161r,Bishop Mkhayel Akhrass,train,14
EAK1A_154_01v,George Saad,train,19
EAK1A_150_02r,George Saad,val,19
EAK1A_150_01v,George Saad,test,19
EAK1A_154_02v,George Saad,test,14
EAK1A_154_02r,George Saad,train,19
EAK1A_154_01r,George Saad,test,10
EAK1A_150_01r,George Saad,test,11
EAK1A_193_02v,Fathallah Khoury,train,22
EAK1A_193_01r,Fathallah Khoury,val,20
EAK1A_192r,Fathallah Khoury,test,17
EAK1A_192v,Fathallah Khoury,train,14
AF_304_06r,Your son George,train,15
AF_304_04r,Your son George,val,14
AF_304_05r,Your son George,test,14
AF_322_02r,Your son George,test,11
AF_304_02r,Your son George,test,13
AF_304_03r,Your son George,train,13
AF_304_06v,Your son George,test,7
AF_322_01r,Your son George,train,11
AF_321r,Your son George,val,12
AF_303r,Your son George,test,12
AF_304_01r,Your son George,train,13
BEK2A_11_03r,Youssef Ibrahim Yazbek,train,28
BEK2A_11_02r,Youssef Ibrahim Yazbek,val,24
BEK2A_11_01r,Youssef Ibrahim Yazbek,test,20
YFS1A_07,Youssef Fadlallah Salemeh,train,20
YFS1A_10,Youssef Fadlallah Salemeh,train,20
YFS1A_14,Youssef Fadlallah Salemeh,train,17
YFS2A_05_01,Youssef Fadlallah Salemeh,val,12
YFS2A_05_02,Youssef Fadlallah Salemeh,val,13
YFS2A_05_03,Youssef Fadlallah Salemeh,val,13
YFS2A_05_04,Youssef Fadlallah Salemeh,val,13
YFS2A_02_02_2,Youssef Fadlallah Salemeh,test,20
YFS2A_02_01_1,Youssef Fadlallah Salemeh,test,16
YFS2A_01v,Youssef Fadlallah Salemeh,test,18
YFS2A_04,Youssef Fadlallah Salemeh,val,20
YFS2A_01r,Youssef Fadlallah Salemeh,test,17
