Image Filename,Prefix,Writer Name (English)
kc0066_01_01_1873diary_011,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_012,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_013,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_014,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_015,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_016,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_017,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_018,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_019,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_020,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_021,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_022,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_025,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_026,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_027,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_028,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_029,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_030,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_031,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_032,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_033,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_034,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_035,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_036,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_037,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_038,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_039,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_040,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_041,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_042,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_043,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_044,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_045,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_046,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_047,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_048,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_049,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_050,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_051,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_052,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_053,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_054,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_055,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_056,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_057,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_058,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_059,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_061,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_062,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_063,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_064,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_065,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_077,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_078,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_164,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_165,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_166,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_167,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_168,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_169,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_170,kc0066,Hanna Ghayth (Juan Gait)
kc0066_01_01_1873diary_171,kc0066,Hanna Ghayth (Juan Gait)
KEllis2018-139a,KEllis,Yousef Hobeiche
KEllis2018-139b,KEllis,Yousef Hobeiche
KEllis2018-139c,KEllis,Yousef Hobeiche
KEllis2018-139d,KEllis,Yousef Hobeiche
KEllis2018-139e,KEllis,Yousef Hobeiche
KEllis2018-147e,KEllis,Yousef Hobeiche
KEllis2018-147f,KEllis,Yousef Hobeiche
KEllis2018-166a,KEllis,Yousef Hobeiche
KEllis2018-166b,KEllis,Yousef Hobeiche
KEllis2018-166c,KEllis,Yousef Hobeiche
KEllis2018-169a_1,KEllis,Yousef Hobeiche
KEllis2018-169a_2,KEllis,Yousef Hobeiche
KEllis2018-169b_1,KEllis,Yousef Hobeiche
KEllis2018-169b_2,KEllis,Yousef Hobeiche
KEllis2018-169c_1,KEllis,Yousef Hobeiche
KEllis2018-169c_2,KEllis,Yousef Hobeiche
KEllis2018-169d_1,KEllis,Yousef Hobeiche
KEllis2018-169d_2,KEllis,Yousef Hobeiche
KEllis2018-175a,KEllis,Yousef Hobeiche
KEllis2018-175b,KEllis,Yousef Hobeiche
KEllis2018-193a,KEllis,Yousef Hobeiche
KEllis2018-193b,KEllis,Yousef Hobeiche
KEllis2018-193c,KEllis,Yousef Hobeiche
KEllis2019-106a,KEllis,Angele Ellis
KEllis2020-138b,KEllis,Angele Ellis
KEllis2020-140d,KEllis,Angele Ellis
KEllis2020-147b,KEllis,Yousef Hobeiche & Angele Ellis
KEllis2020-173a,KEllis,Angele Ellis
KJoseph18910818-001,KJoseph,Khalil Yossuf Nader Raad
KJoseph18910818-002,KJoseph,Khalil Yossuf Nader Raad
KJoseph18970910-001,KJoseph,Khalil Yossuf Nader Raad
KJoseph18970910-002,KJoseph,Khalil Yossuf Nader Raad
KJoseph18990827-001_1,KJoseph,Khalil Yossuf Nader Raad
KJoseph18990827-001_2,KJoseph,Khalil Yossuf Nader Raad
KJoseph18990827-002_1,KJoseph,Khalil Yossuf Nader Raad
KJoseph18990827-002_2,KJoseph,Khalil Yossuf Nader Raad
KJoseph18990913-001_1,KJoseph,Khalil Yossuf Nader Raad
KJoseph18990913-001_2,KJoseph,Khalil Yossuf Nader Raad
KJoseph19020905-001,KJoseph,Khalil Yossuf Nader Raad
KJoseph19020905-002,KJoseph,Khalil Yossuf Nader Raad
KJoseph19030207-001,KJoseph,Khalil Yossuf Nader Raad
KJoseph19040209-001,KJoseph,Khalil Yossuf Nader Raad
KJoseph19040607-001,KJoseph,Khalil Yossuf Nader Raad
KJoseph19040607-002,KJoseph,Khalil Yossuf Nader Raad
KJoseph19040819-001,KJoseph,Khalil Yossuf Nader Raad
KJoseph19040819-002,KJoseph,Khalil Yossuf Nader Raad
KJoseph19040819-003,KJoseph,Khalil Yossuf Nader Raad
KJoseph19040819-004,KJoseph,Khalil Yossuf Nader Raad
KJoseph19050928-002,KJoseph,Khalil Yossuf Nader Raad
KJoseph19080319-001,KJoseph,Khalil Yossuf Nader Raad
ME_21_01,ME,Mansour Eid
ME_21_02,ME,Mansour Eid
ME_21_03,ME,Mansour Eid
ME_21_04,ME,Mansour Eid
ME_21_05,ME,Mansour Eid
ME_21_06,ME,Mansour Eid
ME_21_07,ME,Mansour Eid
ME_21_08,ME,Mansour Eid
ME_21_09,ME,Mansour Eid
ME_21_10,ME,Mansour Eid
ME_21_11,ME,Mansour Eid
ME_21_12,ME,Mansour Eid
MeM1C_04_01,MeM,Nassif Mansour
MeM1C_10_02,MeM,Peter the Patriarch of Antioch
MeM1C_22_01,MeM,Youssef
MeM1D_01_06r,MeM,Mkhayel Meneem
MeM1D_02_003r,MeM,Mkhayel Meneem
MeM1D_02_004r,MeM,Mkhayel Meneem
MeM1D_02_004v,MeM,Mkhayel Meneem
MeM1D_02_005r,MeM,Mkhayel Meneem
MG1_045_01,MG,Constantine Elias
MG1_045_02r,MG,Constantine Elias
MG1_045_02v,MG,Constantine Elias
MG1_046,MG,Maurice Gemayel
MG1_047,MG,Maurice Gemayel
MG1_048,MG,Maurice Gemayel
MG1_050_01r,MG,Constantine Elias
MG1_050_02r,MG,Constantine Elias
MG1_057,MG,Maurice Gemayel
MG1_061,MG,Maurice Gemayel
MG1_064,MG,Maurice Gemayel
MG1_150_01,MG,Murshid Habashi
MG1_150_02,MG,Murshid Habashi
MG1_150_03,MG,Murshid Habashi
MG1_150_04,MG,Murshid Habashi
MG1_256v,MG,Father Elias Abi Khair
MG31_101_02,MG,Hassan Khalil
MG31_101_03,MG,Hassan Khalil
MK2A_07_01r,MK,Michel Kahwaji
MK2A_07_02r,MK,Michel Kahwaji
MK2A_07_03r,MK,Michel Kahwaji
MK2A_07_04r,MK,Michel Kahwaji
MK2A_07_05r,MK,Michel Kahwaji
MK2A_07_06r,MK,Michel Kahwaji
MK2A_07_07r,MK,Michel Kahwaji
MK2A_07_08r,MK,Michel Kahwaji
MK2A_07_09r,MK,Michel Kahwaji
MK2A_07_10r,MK,Michel Kahwaji
MK2A_07_11r,MK,Michel Kahwaji
MK2A_07_12r,MK,Michel Kahwaji
MK2A_07_13r,MK,Michel Kahwaji
MK2A_07_14r,MK,Michel Kahwaji
MK2A_07_15r,MK,Michel Kahwaji
MK2A_07_16r,MK,Michel Kahwaji
MK2A_07_17r,MK,Michel Kahwaji
MK2A_07_18r,MK,Michel Kahwaji
MK2A_07_19r,MK,Michel Kahwaji
MK2A_07_20r,MK,Michel Kahwaji
MK2A_07_21r,MK,Michel Kahwaji
MK2A_08_01r,MK,Michel Kahwaji
MK2A_08_02r,MK,Michel Kahwaji
MK2A_08_03r,MK,Michel Kahwaji
MK2A_08_04r,MK,Michel Kahwaji
MUKF1B_01r,MUKF,Mayor of Kfarshima
MUKF1B_01v,MUKF,Mayor of Kfarshima
MUKF4A_01_002r,MUKF,Sohayl Tohmeh
MUKF4A_01_002v,MUKF,Sohayl Tohmeh
MUKF4A_01_003r,MUKF,Sohayl Tohmeh
MUKF4A_01_003v,MUKF,Sohayl Tohmeh
MUKF4A_01_004r,MUKF,Sohayl Tohmeh
MUKF4A_01_013r,MUKF,Sohayl Tohmeh
MUKF4A_01_016r,MUKF,Sohayl Tohmeh
MUKF4A_01_025r,MUKF,Sohayl Tohmeh
MUKF4A_02_002r,MUKF,Sohayl Tohmeh
MUKF4A_02_002v,MUKF,Sohayl Tohmeh
MUKF4A_02_003r,MUKF,Sohayl Tohmeh
MUKF4A_02_003v,MUKF,Sohayl Tohmeh
MUKF4A_02_004r,MUKF,Sohayl Tohmeh
MUKF4A_02_004v,MUKF,Sohayl Tohmeh
MUKF4A_02_005r,MUKF,Sohayl Tohmeh
MUKF4A_02_005v,MUKF,Sohayl Tohmeh
MUKF4A_02_009r,MUKF,Sohayl Tohmeh
MUKF4A_02_009v,MUKF,Sohayl Tohmeh
MUKF4A_02_082r,MUKF,Sohayl Tohmeh
MUKF4A_02_082v,MUKF,Sohayl Tohmeh
MUKF4A_02_083r,MUKF,Sohayl Tohmeh
MUKF4A_02_083v,MUKF,Sohayl Tohmeh
MUKF4A_02_084r,MUKF,Sohayl Tohmeh
MUKF4A_02_084v,MUKF,Sohayl Tohmeh
MUKF4A_02_085r,MUKF,Sohayl Tohmeh
MUKF4A_02_085v,MUKF,Sohayl Tohmeh
MUKF4A_02_086r,MUKF,Sohayl Tohmeh
MUKF4A_02_086v,MUKF,Sohayl Tohmeh
MUKF7I_01_019r,MUKF,Mayor of Kfarshima
MUKF7I_01_021r,MUKF,Mayor of Kfarshima
MUKF7I_01_021v,MUKF,Mayor of Kfarshima
MUKF7I_01_022r,MUKF,Mayor of Kfarshima
MUKF7I_01_022v,MUKF,Mayor of Kfarshima
MUKF7I_01_023r,MUKF,Mayor of Kfarshima
MUKF7I_01_023v,MUKF,Mayor of Kfarshima
MUKF7I_01_024r,MUKF,Mayor of Kfarshima
MUKF7I_01_024v,MUKF,Mayor of Kfarshima
MUKF7I_01_025r,MUKF,Shukri Kanaan
MUKF7I_01_025v,MUKF,Shukri Kanaan
MUKF7I_01_026r,MUKF,Shukri Kanaan
MUKF7I_01_026v,MUKF,Shukri Kanaan
MUKF7I_01_027r,MUKF,Mayor of Kfarshima
MUKF7I_01_027v,MUKF,Mayor of Kfarshima
Nasrallah-Al001-010a,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010b,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010c,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010d,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010e,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010f,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010g,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010h,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010i,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010j,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010k,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010l,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010m,Nasrallah,Emily Nasrallah
Nasrallah-Al001-010n,Nasrallah,Emily Nasrallah
Nasrallah-Al001-011a,Nasrallah,Emily Nasrallah
Nasrallah-Al001-013b,Nasrallah,Emily Nasrallah
Nasrallah-Al001-013c,Nasrallah,Emily Nasrallah
Nasrallah-Al001-013d,Nasrallah,Emily Nasrallah
Nasrallah-Al001-013e,Nasrallah,Emily Nasrallah
Nasrallah-Al001-013f,Nasrallah,Emily Nasrallah
Nasrallah-Al001-013g,Nasrallah,Emily Nasrallah
Nasrallah-Al001-014b,Nasrallah,Emily Nasrallah
Nasrallah-Al001-014c,Nasrallah,Emily Nasrallah
Nasrallah-Al001-014d,Nasrallah,Emily Nasrallah
Nasrallah-Al001-014e,Nasrallah,Emily Nasrallah
Nasrallah-Al001-014f,Nasrallah,Emily Nasrallah
Nasrallah-Al001-014g,Nasrallah,Emily Nasrallah
Nasrallah-Al001-014h,Nasrallah,Emily Nasrallah
Nasrallah-Al001-026a,Nasrallah,Emily Nasrallah
Nasrallah-Al001-026b,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034b,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034d,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034e,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034f,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034h,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034i,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034j,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034k,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034l,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034m,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034n,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034p,Nasrallah,Emily Nasrallah
Nasrallah-Al001-034q,Nasrallah,Emily Nasrallah
Nasrallah-Al001-035a,Nasrallah,Emily Nasrallah
Nasrallah-Al001-035b,Nasrallah,Emily Nasrallah
Nasrallah-Al001-035c,Nasrallah,Emily Nasrallah
Nasrallah-Al001-046a,Nasrallah,Emily Nasrallah
Nasrallah-Al001-046b,Nasrallah,Emily Nasrallah
Oussani2018-0285,Oussani,Thomas & John Oussani
Oussani2018-0286_1,Oussani,Brother of Joseph Oussani
Oussani2018-0292a_1,Oussani,Joseph Oussani
Oussani2018-0292a_2,Oussani,Joseph Oussani
Oussani2018-0292b_1,Oussani,Joseph Oussani
Oussani2018-0292b_2,Oussani,Joseph Oussani
Oussani2018-0292c_1,Oussani,Joseph Oussani
Oussani2018-0292c_2,Oussani,Joseph Oussani
Oussani2018-0292d_1,Oussani,Joseph Oussani
Oussani2018-0292d_2,Oussani,Joseph Oussani
Oussani2018-0292e_1,Oussani,Joseph Oussani
Oussani2018-0292e_2,Oussani,Joseph Oussani
Oussani2018-0292f_1,Oussani,Joseph Oussani
Oussani2018-0292f_2,Oussani,Joseph Oussani
Oussani2018-0292g_1,Oussani,Joseph Oussani
Oussani2018-0292g_2,Oussani,Joseph Oussani
Oussani2018-0292h_1,Oussani,Joseph Oussani
Oussani2018-0292h_2,Oussani,Joseph Oussani
QAJE3G_28_02r,QAJE,Shukri Kordahi
QAJE3G_49_16r,QAJE,Negib Aboussouan
QBat19D_086r,QBat,Toubia Hanna Rizk & Touma Chidiac
QBat19D_094r,QBat,Hanna Younes Abboud
QBat1L_053r,QBat,Youssef Bey Al-Helou
QBat3D_0005r,QBat,Father Elias
QBat3D_1471_02r,QBat,Magistrate of Batroun
QBat4L_012r,QBat,Jirjis Yuhanna Basil 
QBat5H_0533_01r,QBat,Estephan Adib Salloum
QBat5H_0534_01r,QBat,Estephan Adib Salloum
SB_06,SB,Father Boulos El-Mender
SB_07,SB,Father Boulos El-Mender
SB_12,SB,Father Boulos El-Mender
SB1A_01r,SB,Father Boulos El-Mender
SB1A_02r,SB,Father Boulos El-Mender
SB1A_04r,SB,Father Boulos El-Mender
SB1A_05r,SB,Father Boulos El-Mender
SB1A_05v,SB,Father Boulos El-Mender
SB1A_06r,SB,Father Boulos El-Mender
SB1A_09r,SB,Father Boulos El-Mender
SB2A_01r,SB,Joseph
SB2A_01v,SB,Joseph
ST1A_197_01,ST,Salah Tizani
ST1A_197_02,ST,Salah Tizani
ST1A_197_03,ST,Salah Tizani
ST1A_197_04,ST,Salah Tizani
ST1A_197_05,ST,Salah Tizani
ST1A_197_06,ST,Salah Tizani
ST1A_197_07,ST,Salah Tizani
ST1A_197_08,ST,Salah Tizani
ST1A_197_09,ST,Salah Tizani
ST1A_197_10,ST,Salah Tizani
ST1A_197_11,ST,Salah Tizani
ST1A_197_12,ST,Salah Tizani
ST1A_197_13,ST,Salah Tizani
ST1A_197_14,ST,Salah Tizani
ST1A_197_15,ST,Salah Tizani
ST1A_197_16,ST,Salah Tizani
ST1A_197_17,ST,Salah Tizani
ST1A_197_18,ST,Salah Tizani
ST1A_197_19,ST,Salah Tizani
ST1A_197_20,ST,Salah Tizani
ST1A_197_21,ST,Salah Tizani
ST1A_197_22,ST,Salah Tizani
ST1A_197_23,ST,Salah Tizani
ST1A_197_24,ST,Salah Tizani
ST1A_409_01,ST,Salah Tizani
ST1A_409_02,ST,Salah Tizani
ST1A_409_03,ST,Salah Tizani
ST1A_409_04,ST,Salah Tizani
ST1A_409_05,ST,Salah Tizani
ST1A_409_06,ST,Salah Tizani
ST1A_409_07,ST,Salah Tizani
ST1A_409_08,ST,Salah Tizani
ST1A_409_09,ST,Salah Tizani
ST1A_409_10,ST,Salah Tizani
ST1A_409_11,ST,Salah Tizani
ST1A_409_12,ST,Salah Tizani
ST1A_409_13,ST,Salah Tizani
ST1A_409_14,ST,Salah Tizani
ST1A_409_15,ST,Salah Tizani
ST1A_409_16,ST,Salah Tizani
ST1A_409_17,ST,Salah Tizani
ST1A_409_18,ST,Salah Tizani
ST1A_409_19,ST,Salah Tizani
ST1A_409_20,ST,Salah Tizani
ST1A_409_21,ST,Salah Tizani
ST1A_409_22,ST,Salah Tizani
ST1A_409_23,ST,Salah Tizani
ST1A_409_24,ST,Salah Tizani
TAttallah2020-019,TAttallah,Father Elias Bassil
TAttallah2020-020,TAttallah,Yahia Mansour & Asaad Koury
TAttallah2020-023,TAttallah,Father Tobia al-Issa
TAttallah2020-024,TAttallah,Father Elias Bassil
TAttallah2020-026,TAttallah,Father Tobia al-Issa
TAttallah2020-027a,TAttallah,Assad Darouich Zacharias
TAttallah2020-027b,TAttallah,Assad Darouich Zacharias
TAttallah2020-029,TAttallah,Father Elias Bassil
TAttallah2020-031a,TAttallah,Asaad Koury Tobia Attallah
TAttallah2020-033a,TAttallah,Asaad Koury Tobia Attallah
TAttallah2020-034,TAttallah,Assad Darouich Zacharias
TAttallah2020-035,TAttallah,Assad Darouich Zacharias
TAttallah2020-037,TAttallah,Asaad Koury Tobia Attallah
TAttallah2020-038,TAttallah,Father Tobia al-Issa
TAttallah2020-039,TAttallah,Assad Darouich Zacharias
TAttallah2020-077,TAttallah,Krouger Tobia Attallah
TAttallah2020-094a_resize,TAttallah,Krouger Tobia Attallah
TAttallah2020-095_resize,TAttallah,Nadim Attallah
TAttallah2020-099a_resize,TAttallah,Krouger Tobia Attallah
TAttallah2020-103,TAttallah,Krouger Tobia Attallah
TAttallah2020-105_resize,TAttallah,Krouger Tobia Attallah
TAttallah2020-107,TAttallah,Krouger Tobia Attallah
TAttallah2020-107_resize,TAttallah,Krouger Tobia Attallah
TAttallah2020-122a,TAttallah,Krouger Tobia Attallah
TAttallah2020-125a,TAttallah,Krouger Tobia Attallah
TAttallah2020-128c,TAttallah,Krouger Tobia Attallah
TAttallah2020-130,TAttallah,Krouger Tobia Attallah
TAttallah2020-132a,TAttallah,Krouger Tobia Attallah
TAttallah2020-132b,TAttallah,Krouger Tobia Attallah
TAttallah2020-134,TAttallah,Krouger Tobia Attallah
TB1A_16_01,TB,Toufic El Bacha
TB1A_16_02,TB,Toufic El Bacha
TB1A_17,TB,Toufic El Bacha
TB1A_18,TB,Toufic El Bacha
TB1A_19,TB,Toufic El Bacha
TB1A_25_01,TB,Toufic El Bacha
YAL2A_01_01r,YAL,Rahma Raad
YAL2A_03r,YAL,Youssef Abdullah Maroun
YAL2A_08_02,YAL,Youssef Moussa Sadaqa
YAL2A_11_02,YAL,Catherine Yazbek Al-Badawi
YAL2A_13_02,YAL,Nehme Elias Mikhail
YAL2A_14_01,YAL,Assad Al-Khoury
YAL2A_14_03,YAL,Tanios Zakhia Elias Basil
YAL2A_16r,YAL,Bishara Mar'i Mansour
YAL2A_23_02r,YAL,Catherine Yazbek Al-Badawi
YAL2A_24,YAL,Francis Lahoud
YAL2A_40,YAL,Bishara Mar'i Mansour
YAL2A_47r,YAL,Youssef Abdullah Maroun
YAL2A_54,YAL,K. John
YAL2A_65_02,YAL,Catherine Yazbek Al-Badawi
YAL2A_74r,YAL,Catherine Yazbek Al-Badawi
YAL4A_01_02r,YAL,Brother Ibrahim
YFS1A_07,YFS,Youssef Fadlallah Salemeh
YFS1A_10,YFS,Youssef Fadlallah Salemeh
YFS1A_14,YFS,Youssef Fadlallah Salemeh
YFS2A_01r,YFS,Youssef Fadlallah Salemeh
YFS2A_01v,YFS,Youssef Fadlallah Salemeh
YFS2A_02_01_1,YFS,Youssef Fadlallah Salemeh
YFS2A_02_02_2,YFS,Youssef Fadlallah Salemeh
YFS2A_04,YFS,Youssef Fadlallah Salemeh
YFS2A_05_01,YFS,Youssef Fadlallah Salemeh
YFS2A_05_02,YFS,Youssef Fadlallah Salemeh
YFS2A_05_03,YFS,Youssef Fadlallah Salemeh
YFS2A_05_04,YFS,Youssef Fadlallah Salemeh
YFS5A_09r,YFS,Nehad
YFS5A_09v,YFS,Nehad
YS_1D_065a,YS,Lebanese immigrants
YS_1D_065b,YS,Lebanese immigrants
YS_1D_068,YS,Dani Al-Sibaqa
YS_1D_070c,YS,Abdo Fares
YS_1D_070d,YS,Jamil Youssef Noah
YS_1D_070e,YS,Jamil Youssef Noah
YS_1D_070f,YS,Elias Karbaj
YS_1D_070h,YS,Elias Karbaj
YS_1D_073,YS,Jarhas Hanna Al-Shabtini
YS_1E_005a,YS,Bishop Youssef Darian
YS_2F_022a,YS,Youssef Hanna El-Sawda
YS_2F_022b,YS,Youssef Hanna El-Sawda
YS_2F_022c,YS,Youssef Hanna El-Sawda
YS_2F_022d,YS,Youssef Hanna El-Sawda
YS_2F_022e,YS,Youssef Hanna El-Sawda
YS_2F_022f,YS,Youssef Hanna El-Sawda
YS_4A_002,YS,Sally Aad
YS_4A_004,YS,Daud Barkaat
YS_4C_038,YS,Bishop Youssef Darian
YS_4C_066,YS,Bishop Youssef Darian
YS_4C_067,YS,Bishop Youssef Darian
YS_4C_068,YS,Bishop Youssef Darian
YS_4C_069,YS,Bishop Youssef Darian
YS_4D_047,YS,Bishop Youssef Darian
YS_4D_050,YS,Talaat
YS_4D_050b,YS,Talaat
YS_4D_060,YS,Bishop Youssef Darian
YS_4D_095,YS,Bishop Youssef Darian
YS_5H_003,YS,Youssef Hanna El-Sawda
YS_5H_004,YS,Youssef Hanna El-Sawda
YS_5H_007,YS,Youssef Hanna El-Sawda
YS_5H_008,YS,Youssef Hanna El-Sawda
YS_5H_011c,YS,Youssef Hanna El-Sawda
YS_5H_011d,YS,Youssef Hanna El-Sawda
YS_5H_011f,YS,Youssef Hanna El-Sawda
YS_5H_011g,YS,Youssef Hanna El-Sawda
YS_5H_017,YS,Youssef Hanna El-Sawda
YS_5H_017b,YS,Youssef Hanna El-Sawda
YS_5H_017d,YS,Youssef Hanna El-Sawda
YS_5H_023,YS,Maurice Paul Sarrail
YS_5H_023a,YS,Maurice Paul Sarrail
